"# Obligatorio | Identificador de contenido Ãºnico del artÃ­culo","# Obligatorio | TÃ­tulo especÃ­fico y relevante para el artÃ­culo.","# Obligatorio | A short and relevant description of the item.","# Obligatorio | The current availability of the item. ","# Obligatorio | The condition of the item. ","# Obligatorio | Precio del artÃ­culo.","# Obligatorio | URL de la pÃ¡gina del producto especÃ­fica donde las personas pueden comprar el artÃ­culo.","# Obligatorio | URL de la imagen principal de tu artÃ­culo. ","# Obligatorio | Marca del artÃ­culo. En su lugar; tambiÃ©n puedes ingresar un nÃºmero Ãºnico","# Opcional | CategorÃ­a de productos de Google para el artÃ­culo.","# Opcional | CategorÃ­a de productos de Facebook para el artÃ­culo.","# Opcional | The quantity of this item you have to sell on Facebook and Instagram with checkout.","# Opcional | Precio con descuento del artÃ­culo si estÃ¡ en oferta.","# Opcional | Intervalo del perÃ­odo de oferta;","# Opcional | Use this field to create variants of the same item.","# Opcional | Sexo de las personas a las que se dirige el artÃ­culo.","# Opcional | Color del artÃ­culo. Usa una o mÃ¡s palabras para describir el color.","# Opcional | TamaÃ±o o talle del artÃ­culo escrito como una palabra; ","# Opcional | Grupo de edad de las personas a las que se dirige el artÃ­culo.","# Opcional | The material the item is made from;","# Opcional | The pattern or graphic print on the item. Character limit: 100.","# Opcional | Detalles de envÃ­o del artÃ­culo; con el siguiente formato:","# Opcional | Peso del envÃ­o del artÃ­culo. Incluye la unidad de medida (lb/oz/g/kg)."
"66314","Tanga Black Encaje Eva","Tanga Black Encaje Eva","in stock","new","299.5","https://begima.com.mx/producto/123456733/pack/0","https://begima.com.mx/public/61a80b15bca9c333.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","299.5","299.5","","female","black","M","adult","cotton","stripes","","2 kg"
"66313","Pantimedias De Red Con Silicon","Pantimedias De Red Con Silicon","in stock","new","720","https://begima.com.mx/producto/123456734/pack/0","https://begima.com.mx/public/61a8096b02fe3666.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","720","720","","female","black","M","adult","cotton","stripes","","2 kg"
"66312","Boxer Encaje Eva","Boxer Encaje Eva","in stock","new","299.9","https://begima.com.mx/producto/123456735/pack/0","https://begima.com.mx/public/61a8077f951b6555.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","299.9","299.9","","female","black","M","adult","cotton","stripes","","2 kg"
"66311","Boxer Encaje Begima","Boxer Encaje Begima","in stock","new","480","https://begima.com.mx/producto/123456736/pack/0","https://begima.com.mx/public/61a8052bcc02d999.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","480","480","","female","black","M","adult","cotton","stripes","","2 kg"
"66309","Brasier Jennifer Con Encaje","Brasier Jennifer Con Encaje","in stock","new","390","https://begima.com.mx/producto/123456737/pack/0","https://begima.com.mx/public/61a803153ba72777.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","390","390","","female","black","M","adult","cotton","stripes","","2 kg"
"66308","Brasier Liso Begima","Brasier Liso Begima","in stock","new","480","https://begima.com.mx/producto/123456738/pack/0","https://begima.com.mx/public/61a7ffc1067b6444.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","480","480","","female","black","M","adult","cotton","stripes","","2 kg"
"66305","Brasier Con Encaje Jennifer","Brasier Con Encaje Jennifer","in stock","new","480","https://begima.com.mx/producto/123456739/pack/0","https://begima.com.mx/public/61a7f5c492619777.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","480","480","","female","black","M","adult","cotton","stripes","","2 kg"
"66351","Tanga Araña Colors Begima","Tanga Araña Colors Begima","in stock","new","599.9","https://begima.com.mx/producto/123456740/pack/0","https://begima.com.mx/public/61aa4a4eda290uyt.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","599.9","599.9","","female","black","M","adult","cotton","stripes","","2 kg"
"66303","Pantaleta/Bikini Jennifer","Pantaleta/Bikini Jennifer","in stock","new","240","https://begima.com.mx/producto/123456741/pack/0","https://begima.com.mx/public/61a653776168d147.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","240","240","","female","black","M","adult","cotton","stripes","","2 kg"
"66372","Pantaleta Corte Frances Begima","Pantaleta Corte Frances Begima","in stock","new","420","https://begima.com.mx/producto/123456742/pack/0","https://begima.com.mx/public/61ae41e3e6f5c399.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66292","Brasier Detalle De Encaje Ilumie","Brasier Detalle De Encaje Ilumie","in stock","new","570","https://begima.com.mx/producto/123456743/pack/0","https://begima.com.mx/public/61a157164bdbd541.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","570","570","","female","black","M","adult","cotton","stripes","","2 kg"
"66294","Brasier Copa B Encaje Espalda Ilumie","Brasier Copa B Encaje Espalda Ilumie","in stock","new","600","https://begima.com.mx/producto/123456744/pack/0","https://begima.com.mx/public/61a15a853472f111.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","600","600","","female","black","M","adult","cotton","stripes","","2 kg"
"66289","Brasier Con Peto y Encaje Ilumie","Brasier Con Peto y Encaje Ilumie","in stock","new","570","https://begima.com.mx/producto/123456745/pack/0","https://begima.com.mx/public/61a151cab6683456.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","570","570","","female","black","M","adult","cotton","stripes","","2 kg"
"66288","Pantaleta Satin Laser Sin Costura Ilumie","Pantaleta Satin Laser Sin Costura Ilumie","in stock","new","360","https://begima.com.mx/producto/123456746/pack/0","https://begima.com.mx/public/61a14da78dbc12.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","360","360","","female","black","M","adult","cotton","stripes","","2 kg"
"66287","Pantaleta/Bikini Laser Sin Costura Ilumie","Pantaleta/Bikini Laser Sin Costura Ilumie","in stock","new","360","https://begima.com.mx/producto/123456747/pack/0","https://begima.com.mx/public/61a143a91dd9e321.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","360","360","","female","black","M","adult","cotton","stripes","","2 kg"
"66286","Brasier Satin Copa B Ilumie","Brasier Satin Copa B Ilumie","in stock","new","540","https://begima.com.mx/producto/123456748/pack/0","https://begima.com.mx/public/61a1403d135d1123.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","540","540","","female","black","M","adult","cotton","stripes","","2 kg"
"66285","Brasier Copa B Completa Ilumie","Brasier Copa B Completa Ilumie","in stock","new","480","https://begima.com.mx/producto/123456749/pack/0","https://begima.com.mx/public/61a1394a1c39a222.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","480","480","","female","black","M","adult","cotton","stripes","","2 kg"
"66282","Boxer De Encaje Rojo Liu Liu","Boxer De Encaje Rojo Liu Liu","in stock","new","480","https://begima.com.mx/producto/123456750/pack/0","https://begima.com.mx/public/61a12be05e582357.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","480","480","","female","black","M","adult","cotton","stripes","","2 kg"
"66281","Pantaleta/Bikini Lisa Roja","Pantaleta/Bikini Lisa Roja","in stock","new","420","https://begima.com.mx/producto/123456751/pack/0","https://begima.com.mx/public/61a129bca2bde456.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66280","Pantaleta/Bikini Encaje Rojo","Pantaleta/Bikini Encaje Rojo","in stock","new","599.9","https://begima.com.mx/producto/123456752/pack/0","https://begima.com.mx/public/61a1243de523e159.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","599.9","599.9","","female","black","M","adult","cotton","stripes","","2 kg"
"66279","Boxer Encaje Rojo Chavez","Boxer Encaje Rojo Chavez","in stock","new","480","https://begima.com.mx/producto/123456753/pack/0","https://begima.com.mx/public/61a122ae1d468123.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","480","480","","female","black","M","adult","cotton","stripes","","2 kg"
"66278","Pantaleta Corte Frances Roja Chavez","Pantaleta Corte Frances Roja Chavez","in stock","new","480","https://begima.com.mx/producto/123456754/pack/0","https://begima.com.mx/public/61a11f76038b5456.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","480","480","","female","black","M","adult","cotton","stripes","","2 kg"
"66277","Tanga Roja Begima","Tanga Roja Begima","in stock","new","300","https://begima.com.mx/producto/123456755/pack/0","https://begima.com.mx/public/61a1182a5f065789.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","300","300","","female","black","M","adult","cotton","stripes","","2 kg"
"66276","Tanga C/Moño Encaje Balmi","Tanga C/Moño Encaje Balmi","in stock","new","420","https://begima.com.mx/producto/123456756/pack/0","https://begima.com.mx/public/61a1155ed5749MOÑO.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66274","Brasier Liso Doble Push Basic Bella","Brasier Liso Doble Push Basic Bella","in stock","new","540","https://begima.com.mx/producto/123456757/pack/0","https://begima.com.mx/public/61a100a0b538e123.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","540","540","","female","black","M","adult","cotton","stripes","","2 kg"
"66273","Bóxer Olimpoos Kids Colors","Bóxer Olimpoos Kids Colors","in stock","new","300","https://begima.com.mx/producto/123456758/pack/0","https://begima.com.mx/public/61a01f9cb743aOIU.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","300","300","","female","black","M","adult","cotton","stripes","","2 kg"
"66272","Brasier Decorado Gaiyi","Brasier Decorado Gaiyi","in stock","new","390","https://begima.com.mx/producto/123456759/pack/0","https://begima.com.mx/public/61a0165532c11gay.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","390","390","","female","black","M","adult","cotton","stripes","","2 kg"
"66435","Brasier Encaje Fino Romabra","Brasier Encaje Fino Romabra","in stock","new","390","https://begima.com.mx/producto/123456760/pack/0","https://begima.com.mx/public/61bb62e920969147.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","390","390","","female","black","M","adult","cotton","stripes","","2 kg"
"66270","Pantaleta Bikini CocoFun","Pantaleta Bikini CocoFun","in stock","new","150","https://begima.com.mx/producto/123456761/pack/0","https://begima.com.mx/public/619ffa937f8b7123.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","150","150","","female","black","M","adult","cotton","stripes","","2 kg"
"66269","Brasier Encaje Rosa","Brasier Encaje Rosa","in stock","new","480","https://begima.com.mx/producto/123456762/pack/0","https://begima.com.mx/public/619ff6dcce749Wop.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","480","480","","female","black","M","adult","cotton","stripes","","2 kg"
"66268","Pantaleta Bikini Balmi","Pantaleta Bikini Balmi","in stock","new","420","https://begima.com.mx/producto/123456763/pack/0","https://begima.com.mx/public/619fedc899867ghj.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66267","Brasier Diseños Rosa","Brasier Diseños Rosa","in stock","new","480","https://begima.com.mx/producto/123456764/pack/0","https://begima.com.mx/public/619fe6da91370uyt.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","480","480","","female","black","M","adult","cotton","stripes","","2 kg"
"66266","Boxer Encaje Rose","Boxer Encaje Rose","in stock","new","270","https://begima.com.mx/producto/123456765/pack/0","https://begima.com.mx/public/619fe1a12e8bemnb.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","270","270","","female","black","M","adult","cotton","stripes","","2 kg"
"66265","Pantaleta Corte Completo Begima","Pantaleta Corte Completo Begima","in stock","new","540","https://begima.com.mx/producto/123456766/pack/0","https://begima.com.mx/public/619fde3a87205jkh.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","540","540","","female","black","M","adult","cotton","stripes","","2 kg"
"66264","Brasier Copa D Romabra","Brasier Copa D Romabra","in stock","new","540","https://begima.com.mx/producto/123456767/pack/0","https://begima.com.mx/public/619fd7a82b853atlkj.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","540","540","","female","black","M","adult","cotton","stripes","","2 kg"
"66261","Brasier Copa B Romantic Style","Brasier Copa B Romantic Style","in stock","new","390","https://begima.com.mx/producto/123456768/pack/0","https://begima.com.mx/public/619fc9ce39b93Whats.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","390","390","","female","black","M","adult","cotton","stripes","","2 kg"
"66260","Brasier Copa Completa Ilumie","Brasier Copa Completa Ilumie","in stock","new","510","https://begima.com.mx/producto/123456769/pack/0","https://begima.com.mx/public/619fc2d6d6bb1IMG_0123.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","510","510","","female","black","M","adult","cotton","stripes","","2 kg"
"66243","Boxer Cachetero Encaje Begima","Boxer Cachetero Encaje Begima","in stock","new","599.9","https://begima.com.mx/producto/123456770/pack/0","https://begima.com.mx/public/619c08468816bIMG_0120.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1081","599.9","599.9","","female","black","M","adult","cotton","stripes","","2 kg"
"66241","Pantaleta/Boxer Microfibra Begima","Pantaleta/Boxer Microfibra Begima","in stock","new","420","https://begima.com.mx/producto/123456771/pack/0","https://begima.com.mx/public/619bfe20b8345IMG_0101.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1444","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66257","Trusa Kids Rudotex","Trusa Kids Rudotex","in stock","new","300","https://begima.com.mx/producto/123456772/pack/0","https://begima.com.mx/public/619fb7c308d87IMG_0115.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","300","300","","female","black","M","adult","cotton","stripes","","2 kg"
"66239","Pantaleta/Boxer Niña YPP","Pantaleta/Boxer Niña YPP","in stock","new","420","https://begima.com.mx/producto/123456773/pack/0","https://begima.com.mx/public/619be8ed9b4bcIMG_0111.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","30","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66238","Corpiño Niña Colores Cristy","Corpiño Niña Colores Cristy","in stock","new","240","https://begima.com.mx/producto/123456774/pack/0","https://begima.com.mx/public/619bcbf169cccIMG_0107.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","48","240","240","","female","black","M","adult","cotton","stripes","","2 kg"
"66237","Pantaleta/Boxer Microfibra Coobie","Pantaleta/Boxer Microfibra Coobie","in stock","new","240","https://begima.com.mx/producto/123456775/pack/0","https://begima.com.mx/public/619bc602b8d01IMG_0105.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","180","240","240","","female","black","M","adult","cotton","stripes","","2 kg"
"66235","Pantaleta/Boxer Microfibra Lisa Begima","Pantaleta/Boxer Microfibra Lisa Begima","in stock","new","480","https://begima.com.mx/producto/123456776/pack/0","https://begima.com.mx/public/619bc21d1af90IMG_0104.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","696","480","480","","female","black","M","adult","cotton","stripes","","2 kg"
"66234","Boxer Algodon Kids RC-Men","Boxer Algodon Kids RC-Men","in stock","new","300","https://begima.com.mx/producto/123456777/pack/0","https://begima.com.mx/public/61980666bea91IMG_0071.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1140","300","300","","female","black","M","adult","cotton","stripes","","2 kg"
"66233","Brasier Con Encaje Raks","Brasier Con Encaje Raks","in stock","new","390","https://begima.com.mx/producto/123456778/pack/0","https://begima.com.mx/public/6197fe584bfaaIMG_0097.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","30","390","390","","female","black","M","adult","cotton","stripes","","2 kg"
"66236","Brasier Copa D Romabra","Brasier Copa D Romabra","in stock","new","540","https://begima.com.mx/producto/123456779/pack/0","https://begima.com.mx/public/619bc0a9375e6IMG_0096.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","36","540","540","","female","black","M","adult","cotton","stripes","","2 kg"
"66231","Boxer Niño Estampado Four Men","Boxer Niño Estampado Four Men","in stock","new","300","https://begima.com.mx/producto/123456780/pack/0","https://begima.com.mx/public/6197f20729df5IMG_0092.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","226","300","300","","female","black","M","adult","cotton","stripes","","2 kg"
"66230","Pantaleta/Bikini Encaje Balmi","Pantaleta/Bikini Encaje Balmi","in stock","new","420","https://begima.com.mx/producto/123456781/pack/0","https://begima.com.mx/public/6197e68224edaIMG_0088.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","180","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66229","Tanga Balmi","Tanga Balmi","in stock","new","480","https://begima.com.mx/producto/123456782/pack/0","https://begima.com.mx/public/6197dece3c132IMG_0086.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","480","480","","female","black","M","adult","cotton","stripes","","2 kg"
"66228","Pantaletas Niña Corte Completo Herlo","Pantaletas Niña Corte Completo Herlo","in stock","new","180","https://begima.com.mx/producto/123456783/pack/0","https://begima.com.mx/public/6197d8c65028eIMG_0083.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1388","180","180","","female","black","M","adult","cotton","stripes","","2 kg"
"66227","Corpiño GR Begima","Corpiño GR Begima","in stock","new","420","https://begima.com.mx/producto/123456784/pack/0","https://begima.com.mx/public/6197c91724718IMG_0079.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1195","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66226","Pantaletas Niña Algodon Cristy","Pantaletas Niña Algodon Cristy","in stock","new","144","https://begima.com.mx/producto/123456785/pack/0","https://begima.com.mx/public/6196ca78ae079IMG_0076.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","123","144","144","","female","black","M","adult","cotton","stripes","","2 kg"
"66225","Pantaleta Niña Corte Completo Begima","Pantaleta Niña Corte Completo Begima","in stock","new","240","https://begima.com.mx/producto/123456786/pack/0","https://begima.com.mx/public/6196c73fb3a7fIMG_0077.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","498","240","240","","female","black","M","adult","cotton","stripes","","2 kg"
"66223","Pantaleta/Boxer Niña Microfibra Romabra","Pantaleta/Boxer Niña Microfibra Romabra","in stock","new","300","https://begima.com.mx/producto/123456787/pack/0","https://begima.com.mx/public/6196c27048546IMG_0080.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","860","300","300","","female","black","M","adult","cotton","stripes","","2 kg"
"66222","Pantaleta/Bikini Niña Begima","Pantaleta/Bikini Niña Begima","in stock","new","216","https://begima.com.mx/producto/123456788/pack/0","https://begima.com.mx/public/6196bcb055011IMG_0073.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","208","216","216","","female","black","M","adult","cotton","stripes","","2 kg"
"66221","Boxer Algodon Blue RC-Men","Boxer Algodon Blue RC-Men","in stock","new","420","https://begima.com.mx/producto/123456789/pack/0","https://begima.com.mx/public/6196a1253234dIMG_0072.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","197","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66423","Tin Diferentes Marcas","Tin Diferentes Marcas","in stock","new","180","https://begima.com.mx/producto/123456830/pack/0","https://begima.com.mx/public/61b92d6204a53111.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","180","180","","female","black","M","adult","cotton","stripes","","2 kg"
"66384","Blusa Colores Begima","Blusa Colores Begima","in stock","new","390","https://begima.com.mx/producto/123456840/pack/0","https://begima.com.mx/public/61aea3ac527c5555.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","390","390","","female","black","M","adult","cotton","stripes","","2 kg"
"66383","Pantaleta/Bikini Colors Encaje Begima","Pantaleta/Bikini Colors Encaje Begima","in stock","new","210","https://begima.com.mx/producto/123456850/pack/0","https://begima.com.mx/public/61aea2ecb4ab3444.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","210","210","","female","black","M","adult","cotton","stripes","","2 kg"
"66382","Pantaleta Amarilla Completa Begima","Pantaleta Amarilla Completa Begima","in stock","new","420","https://begima.com.mx/producto/123456860/pack/0","https://begima.com.mx/public/61aea1b594196333.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66386","Short Medio Licra Coobie","Short Medio Licra Coobie","in stock","new","420","https://begima.com.mx/producto/123456870/pack/0","https://begima.com.mx/public/61afe6428bdfb1112.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66380","Brasier/Sosten Sin Barilla Beige Begima","Brasier/Sosten Sin Barilla Beige Begima","in stock","new","480","https://begima.com.mx/producto/123456880/pack/0","https://begima.com.mx/public/61ae9a77aba80546.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","480","480","","female","black","M","adult","cotton","stripes","","2 kg"
"66379","Pantaleta Amarilla Con Encaje Begima","Pantaleta Amarilla Con Encaje Begima","in stock","new","420","https://begima.com.mx/producto/123456890/pack/0","https://begima.com.mx/public/61ae65a88cf18658.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66385","Pantaleta Licra Corte Completo GR","Pantaleta Licra Corte Completo GR","in stock","new","270","https://begima.com.mx/producto/123456900/pack/0","https://begima.com.mx/public/61afe4ca279ef111.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","270","270","","female","black","M","adult","cotton","stripes","","2 kg"
"66366","Calcetin De Vestir Ariel","Calcetin De Vestir Ariel","in stock","new","480","https://begima.com.mx/producto/123456910/pack/0","https://begima.com.mx/public/61aaa841b4157569.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","480","480","","female","black","M","adult","cotton","stripes","","2 kg"
"66362","Pantaleta/Bikini Con Encaje Bella","Pantaleta/Bikini Con Encaje Bella","in stock","new","599","https://begima.com.mx/producto/123456920/pack/0","https://begima.com.mx/public/61aa85b74ca0e125.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","599","599","","female","black","M","adult","cotton","stripes","","2 kg"
"66361","Boxer Camuflajeado Calvin Klein","Boxer Camuflajeado Calvin Klein","in stock","new","720","https://begima.com.mx/producto/123456930/pack/0","https://begima.com.mx/public/61aa826b4b7f9666.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","720","720","","female","black","M","adult","cotton","stripes","","2 kg"
"66409","Tanga Basic Sin Costura Ilumie","Tanga Basic Sin Costura Ilumie","in stock","new","720","https://begima.com.mx/producto/123456940/pack/0","https://begima.com.mx/public/61b7cf59d8efb1231.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","720","720","","female","black","M","adult","cotton","stripes","","2 kg"
"66359","Pantaleta Con Encaje Jennifer","Pantaleta Con Encaje Jennifer","in stock","new","960","https://begima.com.mx/producto/123456950/pack/0","https://begima.com.mx/public/61aa7c518c607125.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","960","960","","female","black","M","adult","cotton","stripes","","2 kg"
"66358","Tanga Colores Begima","Tanga Colores Begima","in stock","new","420","https://begima.com.mx/producto/123456960/pack/0","https://begima.com.mx/public/61aa796a2831a159.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66357","Pantaleta Con Encaje Colores H&L","Pantaleta Con Encaje Colores H&L","in stock","new","420","https://begima.com.mx/producto/123456970/pack/0","https://begima.com.mx/public/61aa7536a5006546.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66356","Tanga Red/Black Begima","Tanga Red/Black Begima","in stock","new","420","https://begima.com.mx/producto/123456980/pack/0","https://begima.com.mx/public/61aa71511107046.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66355","Sujetadores Negro Con Encaje Eemifer","Sujetadores Negro Con Encaje Eemifer","in stock","new","540","https://begima.com.mx/producto/123456990/pack/0","https://begima.com.mx/public/61aa665f9f6fepoi.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","540","540","","female","black","M","adult","cotton","stripes","","2 kg"
"66405","Pantaleta Encaje y Red Begima","Pantaleta Encaje y Red Begima","in stock","new","420","https://begima.com.mx/producto/1310178633/pack/0","https://begima.com.mx/public/61b259462fb44555.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","420","420","","female","black","M","adult","cotton","stripes","","2 kg"
"66216","Pantaleta Corte Completo Algodón  Rebeca","Pantaleta Corte Completo Algodón  Rebeca","in stock","new","240","https://begima.com.mx/producto/1317009140/pack/0","https://begima.com.mx/public/6195772512456D_NQ_NP_717702-MLM47661123763_092021-O.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","150","240","240","","female","black","M","adult","cotton","stripes","","2 kg"
"66129","Pijama Global Invierno","Pijama Global Invierno","in stock","new","350","https://begima.com.mx/producto/321654987/pack/0","https://begima.com.mx/public/618befe8ae584D_NQ_NP_2X_995785-MLM48051397215_102021-.jpg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","146","350","350","","female","black","M","adult","cotton","stripes","","2 kg"
"66368","Calcetin Para Diabetico KN","Calcetin Para Diabetico KN","in stock","new","600","https://begima.com.mx/producto/656834409/pack/0","https://begima.com.mx/public/61aaae962db1a987.jpeg","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","600","600","","female","black","M","adult","cotton","stripes","","2 kg"
"65712","Pijama Short Spree","Pijama Short Spree","in stock","new","250","https://begima.com.mx/producto/656834603/pack/0","https://http2.mlstatic.com/D_NQ_NP_753990-MLM28960085860_122018-O.webp","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","26","250","250","","female","black","M","adult","cotton","stripes","","2 kg"
"66052","Baby Doll Ross Begima","Baby Doll Ross Begima","in stock","new","149","https://begima.com.mx/producto/657117560/pack/0","https://http2.mlstatic.com/D_NQ_NP_745076-MLM41566369732_042020-O.webp","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","2","149","149","","female","black","M","adult","cotton","stripes","","2 kg"
"65850","Baby Doll Purple Begima","Baby Doll Purple Begima","in stock","new","149","https://begima.com.mx/producto/657121220/pack/0","https://http2.mlstatic.com/D_NQ_NP_998962-MLM28987633789_122018-O.webp","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","5","149","149","","female","black","M","adult","cotton","stripes","","2 kg"
"65682","Top Saucony Deportivo","Top Saucony Deportivo","in stock","new","105.05","https://begima.com.mx/producto/657152070/pack/0","https://http2.mlstatic.com/D_NQ_NP_826641-MLM31236381817_062019-O.webp","begima","Apparel & Accessories > Clothing","Clothing & Accessories > Clothing","1","105.05","105.05","","female","black","M","adult","cotton","stripes","","2 kg"
